test: short_latency_0
timing: 44589
timing: 43099
timing: 43522
timing: 48705
timing: 45872
timing: 45623
timing: 44927
timing: 48762
timing: 45202
timing: 42737
timing: 46260
timing: 46765
timing: 45603
timing: 44548
timing: 44523
timing: 46566
timing: 44610
timing: 43881
timing: 46356
timing: 46162
timing: 44631
timing: 43141
timing: 49214
timing: 48456
timing: 43350
timing: 45107
timing: 45851
timing: 46539
timing: 45726
timing: 44448
timing: 46401
timing: 44817
timing: 45669
timing: 41967
timing: 46501
timing: 44741
timing: 45686
timing: 43350
timing: 47506
timing: 44758
timing: 44935
timing: 43804
timing: 46114
timing: 45702
timing: 45630
timing: 48720
timing: 47036
timing: 43962
timing: 43875
timing: 44465
timing: 44131
timing: 43547
timing: 46371
timing: 44523
timing: 48079
timing: 45404
timing: 44928
timing: 46445
